,source,destion,20050508-1815
0,at1.at,be1.be, 20.587336 
1,at1.at,ch1.ch, 101.218588 
2,at1.at,de1.de, 19.509944 
3,at1.at,es1.es, 9.940845 
4,at1.at,fr1.fr, 20.001350 
5,at1.at,gr1.gr, 19.884613 
6,at1.at,hr1.hr, 53.794992 
7,at1.at,hu1.hu, 53.231105 
8,at1.at,ie1.ie, 0.154861 
9,at1.at,il1.il, 4.125632 
10,at1.at,it1.it, 0.002643 
11,at1.at,lu1.lu, 0.156548 
12,at1.at,nl1.nl, 1.066089 
13,at1.at,ny1.ny, 17.588635 
14,at1.at,pt1.pt, 0.065228 
15,at1.at,se1.se, 13.876246 
16,at1.at,si1.si, 25.093091 
17,at1.at,uk1.uk, 3.794823 
18,be1.be,at1.at, 22.031467 
19,be1.be,ch1.ch, 8.197394 
20,be1.be,cz1.cz, 1.568571 
21,be1.be,de1.de, 2.920933 
22,be1.be,es1.es, 3.297908 
23,be1.be,fr1.fr, 25.099389 
24,be1.be,gr1.gr, 2.194369 
25,be1.be,hr1.hr, 0.131806 
26,be1.be,hu1.hu, 4.421971 
27,be1.be,ie1.ie, 0.046559 
28,be1.be,il1.il, 0.004105 
29,be1.be,it1.it, 0.013046 
30,be1.be,lu1.lu, 0.009109 
31,be1.be,nl1.nl, 1.428049 
32,be1.be,ny1.ny, 86.909811 
33,be1.be,pl1.pl, 11.413767 
34,be1.be,pt1.pt, 0.191018 
35,be1.be,se1.se, 82.991391 
36,be1.be,si1.si, 0.245000 
37,be1.be,uk1.uk, 41.104045 
38,ch1.ch,at1.at, 37.690132 
39,ch1.ch,be1.be, 16.720649 
40,ch1.ch,cz1.cz, 0.399130 
41,ch1.ch,de1.de, 38.939591 
42,ch1.ch,es1.es, 22.025450 
43,ch1.ch,fr1.fr, 20.359318 
44,ch1.ch,gr1.gr, 1.943353 
45,ch1.ch,hr1.hr, 820.731231 
46,ch1.ch,hu1.hu, 1358.257618 
47,ch1.ch,ie1.ie, 0.277895 
48,ch1.ch,il1.il, 0.277389 
49,ch1.ch,it1.it, 0.814341 
50,ch1.ch,lu1.lu, 52.440887 
51,ch1.ch,nl1.nl, 1.996772 
52,ch1.ch,ny1.ny, 88.834607 
53,ch1.ch,pl1.pl, 10.430619 
54,ch1.ch,pt1.pt, 114.387782 
55,ch1.ch,se1.se, 104.448456 
56,ch1.ch,si1.si, 1488.075878 
57,ch1.ch,sk1.sk, 0.997149 
58,ch1.ch,uk1.uk, 39.780080 
59,cz1.cz,be1.be, 0.082041 
60,cz1.cz,ch1.ch, 1.110061 
61,cz1.cz,de1.de, 6.646480 
62,cz1.cz,es1.es, 0.676406 
63,cz1.cz,fr1.fr, 2.902096 
64,cz1.cz,gr1.gr, 88.334261 
65,cz1.cz,hr1.hr, 0.517047 
66,cz1.cz,hu1.hu, 38.934080 
67,cz1.cz,ie1.ie, 0.895933 
68,cz1.cz,il1.il, 0.028059 
69,cz1.cz,it1.it, 1.326664 
70,cz1.cz,lu1.lu, 0.251691 
71,cz1.cz,nl1.nl, 30.670670 
72,cz1.cz,ny1.ny, 43.749388 
73,cz1.cz,pt1.pt, 0.354426 
74,cz1.cz,se1.se, 29.766134 
75,cz1.cz,si1.si, 8.710617 
76,cz1.cz,uk1.uk, 35.431603 
77,de1.de,at1.at, 58.840905 
78,de1.de,be1.be, 29.138706 
79,de1.de,ch1.ch, 38.031568 
80,de1.de,cz1.cz, 18.529777 
81,de1.de,es1.es, 90.378380 
82,de1.de,fr1.fr, 97.491073 
83,de1.de,gr1.gr, 706.227276 
84,de1.de,hr1.hr, 878.597142 
85,de1.de,hu1.hu, 1282.495600 
86,de1.de,ie1.ie, 1.449755 
87,de1.de,il1.il, 236.077026 
88,de1.de,it1.it, 59.019889 
89,de1.de,lu1.lu, 4.204918 
90,de1.de,nl1.nl, 35.951405 
91,de1.de,ny1.ny, 180.577720 
92,de1.de,pl1.pl, 82.907269 
93,de1.de,pt1.pt, 6.972452 
94,de1.de,se1.se, 156.487064 
95,de1.de,si1.si, 1525.372504 
96,de1.de,sk1.sk, 1.997166 
97,de1.de,uk1.uk, 248.537650 
98,es1.es,at1.at, 1.947458 
99,es1.es,be1.be, 2.027418 
100,es1.es,ch1.ch, 10.048471 
101,es1.es,cz1.cz, 2.201117 
102,es1.es,de1.de, 28.744131 
103,es1.es,fr1.fr, 3.201302 
104,es1.es,gr1.gr, 3.903968 
105,es1.es,hr1.hr, 0.093231 
106,es1.es,hu1.hu, 1.886784 
107,es1.es,ie1.ie, 0.006523 
108,es1.es,il1.il, 0.308766 
109,es1.es,it1.it, 3.261638 
110,es1.es,lu1.lu, 0.156773 
111,es1.es,nl1.nl, 8.061090 
112,es1.es,ny1.ny, 68.820212 
113,es1.es,pl1.pl, 16.899858 
114,es1.es,pt1.pt, 5.683632 
115,es1.es,se1.se, 82.607275 
116,es1.es,si1.si, 3.105540 
117,es1.es,sk1.sk, 5.668281 
118,es1.es,uk1.uk, 35.374303 
119,fr1.fr,at1.at, 8.675979 
120,fr1.fr,be1.be, 8.829659 
121,fr1.fr,ch1.ch, 35.761793 
122,fr1.fr,cz1.cz, 11.397572 
123,fr1.fr,de1.de, 44.581386 
124,fr1.fr,es1.es, 8.801318 
125,fr1.fr,gr1.gr, 6.923475 
126,fr1.fr,hr1.hr, 3.005674 
127,fr1.fr,hu1.hu, 9.207589 
128,fr1.fr,ie1.ie, 0.882775 
129,fr1.fr,il1.il, 1.634024 
130,fr1.fr,it1.it, 0.508893 
131,fr1.fr,lu1.lu, 0.391707 
132,fr1.fr,nl1.nl, 4.427313 
133,fr1.fr,ny1.ny, 73.685735 
134,fr1.fr,pl1.pl, 28.738058 
135,fr1.fr,pt1.pt, 1.424732 
136,fr1.fr,se1.se, 25.456795 
137,fr1.fr,si1.si, 7.192991 
138,fr1.fr,sk1.sk, 0.619725 
139,fr1.fr,uk1.uk, 45.654279 
140,gr1.gr,at1.at, 3.194498 
141,gr1.gr,be1.be, 0.168975 
142,gr1.gr,ch1.ch, 2.618578 
143,gr1.gr,cz1.cz, 2.855761 
144,gr1.gr,de1.de, 1089.810388 
145,gr1.gr,es1.es, 1.545123 
146,gr1.gr,fr1.fr, 1.290226 
147,gr1.gr,hr1.hr, 1.396560 
148,gr1.gr,hu1.hu, 3.840652 
149,gr1.gr,ie1.ie, 0.066409 
150,gr1.gr,il1.il, 0.371183 
151,gr1.gr,it1.it, 1.850234 
152,gr1.gr,lu1.lu, 0.217503 
153,gr1.gr,nl1.nl, 17.204238 
154,gr1.gr,ny1.ny, 66.929154 
155,gr1.gr,pl1.pl, 17.844037 
156,gr1.gr,pt1.pt, 0.506138 
157,gr1.gr,se1.se, 2526.576584 
158,gr1.gr,si1.si, 9.081069 
159,gr1.gr,sk1.sk, 2.096077 
160,gr1.gr,uk1.uk, 1026.694276 
161,hr1.hr,at1.at, 7.259963 
162,hr1.hr,be1.be, 0.205413 
163,hr1.hr,ch1.ch, 3.625061 
164,hr1.hr,cz1.cz, 0.657062 
165,hr1.hr,de1.de, 885.309244 
166,hr1.hr,es1.es, 1.272851 
167,hr1.hr,fr1.fr, 0.128770 
168,hr1.hr,gr1.gr, 0.647447 
169,hr1.hr,hu1.hu, 2.180817 
170,hr1.hr,ie1.ie, 0.179490 
171,hr1.hr,il1.il, 0.150700 
172,hr1.hr,it1.it, 0.086596 
173,hr1.hr,nl1.nl, 9.322245 
174,hr1.hr,ny1.ny, 34.146494 
175,hr1.hr,pl1.pl, 8.200599 
176,hr1.hr,pt1.pt, 0.111675 
177,hr1.hr,se1.se, 2263.544144 
178,hr1.hr,si1.si, 6.473006 
179,hr1.hr,sk1.sk, 4.324128 
180,hr1.hr,uk1.uk, 1165.077459 
181,hu1.hu,at1.at, 13.384110 
182,hu1.hu,be1.be, 5.195713 
183,hu1.hu,ch1.ch, 16.738080 
184,hu1.hu,cz1.cz, 4.262611 
185,hu1.hu,de1.de, 1279.950854 
186,hu1.hu,es1.es, 1.519538 
187,hu1.hu,fr1.fr, 4.093693 
188,hu1.hu,gr1.gr, 5.243060 
189,hu1.hu,hr1.hr, 1.118327 
190,hu1.hu,ie1.ie, 0.420610 
191,hu1.hu,il1.il, 0.321081 
192,hu1.hu,it1.it, 0.445633 
193,hu1.hu,lu1.lu, 0.008716 
194,hu1.hu,nl1.nl, 101.477139 
195,hu1.hu,ny1.ny, 48.227253 
196,hu1.hu,pl1.pl, 18.978334 
197,hu1.hu,pt1.pt, 0.830592 
198,hu1.hu,se1.se, 2956.907393 
199,hu1.hu,si1.si, 65.491264 
200,hu1.hu,sk1.sk, 6.555722 
201,hu1.hu,uk1.uk, 1111.919735 
202,ie1.ie,at1.at, 0.280988 
203,ie1.ie,ch1.ch, 0.315682 
204,ie1.ie,cz1.cz, 0.101385 
205,ie1.ie,de1.de, 1.498732 
206,ie1.ie,es1.es, 0.674719 
207,ie1.ie,fr1.fr, 17.042348 
208,ie1.ie,gr1.gr, 0.304380 
209,ie1.ie,hr1.hr, 0.006748 
210,ie1.ie,hu1.hu, 6.451076 
211,ie1.ie,it1.it, 1.344771 
212,ie1.ie,lu1.lu, 0.003149 
213,ie1.ie,nl1.nl, 0.841164 
214,ie1.ie,ny1.ny, 0.221101 
215,ie1.ie,pl1.pl, 4.064396 
216,ie1.ie,pt1.pt, 0.759235 
217,ie1.ie,se1.se, 2.799305 
218,ie1.ie,si1.si, 1.012163 
219,ie1.ie,sk1.sk, 0.084347 
220,ie1.ie,uk1.uk, 0.017094 
221,il1.il,at1.at, 0.288241 
222,il1.il,be1.be, 0.023617 
223,il1.il,ch1.ch, 0.447320 
224,il1.il,cz1.cz, 0.004049 
225,il1.il,de1.de, 51.738390 
226,il1.il,es1.es, 0.309328 
227,il1.il,fr1.fr, 0.342730 
228,il1.il,gr1.gr, 0.207268 
