,source,destion,20050529-0530
0,at1.at,be1.be, 29.969466 
1,at1.at,ch1.ch, 169.696239 
2,at1.at,de1.de, 57.348246 
3,at1.at,es1.es, 2.367786 
4,at1.at,fr1.fr, 0.323049 
5,at1.at,gr1.gr, 0.786169 
6,at1.at,hr1.hr, 16.867581 
7,at1.at,hu1.hu, 7.603873 
8,at1.at,il1.il, 1.866934 
9,at1.at,it1.it, 13.412844 
10,at1.at,nl1.nl, 2.555655 
11,at1.at,ny1.ny, 26.768783 
12,at1.at,pt1.pt, 0.021818 
13,at1.at,se1.se, 27.606460 
14,at1.at,si1.si, 7.495122 
15,at1.at,uk1.uk, 0.912633 
16,be1.be,at1.at, 114.065296 
17,be1.be,ch1.ch, 0.040655 
18,be1.be,cz1.cz, 0.011809 
19,be1.be,de1.de, 2.883090 
20,be1.be,es1.es, 0.500290 
21,be1.be,fr1.fr, 18.762181 
22,be1.be,gr1.gr, 0.018444 
23,be1.be,hr1.hr, 0.008322 
24,be1.be,hu1.hu, 6.672402 
25,be1.be,il1.il, 0.002924 
26,be1.be,it1.it, 0.653014 
27,be1.be,nl1.nl, 1.212009 
28,be1.be,ny1.ny, 105.972154 
29,be1.be,pl1.pl, 0.033064 
30,be1.be,pt1.pt, 0.007198 
31,be1.be,se1.se, 97.043360 
32,be1.be,uk1.uk, 0.398848 
33,ch1.ch,at1.at, 174.735460 
34,ch1.ch,be1.be, 0.061067 
35,ch1.ch,cz1.cz, 40.817321 
36,ch1.ch,de1.de, 770.175048 
37,ch1.ch,es1.es, 27.798040 
38,ch1.ch,fr1.fr, 21.737434 
39,ch1.ch,gr1.gr, 0.702497 
40,ch1.ch,hr1.hr, 0.098686 
41,ch1.ch,hu1.hu, 3.981792 
42,ch1.ch,ie1.ie, 0.110045 
43,ch1.ch,il1.il, 0.314277 
44,ch1.ch,it1.it, 278.574931 
45,ch1.ch,nl1.nl, 29.917228 
46,ch1.ch,ny1.ny, 18.864128 
47,ch1.ch,pl1.pl, 52.659120 
48,ch1.ch,pt1.pt, 78.693017 
49,ch1.ch,se1.se, 127.396436 
50,ch1.ch,si1.si, 0.145583 
51,ch1.ch,sk1.sk, 5.513138 
52,ch1.ch,uk1.uk, 101.769879 
53,cz1.cz,be1.be, 0.016813 
54,cz1.cz,ch1.ch, 1.142844 
55,cz1.cz,de1.de, 71.753685 
56,cz1.cz,es1.es, 48.064970 
57,cz1.cz,fr1.fr, 17.939574 
58,cz1.cz,gr1.gr, 0.202208 
59,cz1.cz,hr1.hr, 0.044648 
60,cz1.cz,hu1.hu, 18.112935 
61,cz1.cz,ie1.ie, 0.007647 
62,cz1.cz,il1.il, 0.004105 
63,cz1.cz,it1.it, 0.947834 
64,cz1.cz,nl1.nl, 3.704066 
65,cz1.cz,ny1.ny, 24.312601 
66,cz1.cz,pt1.pt, 0.102959 
67,cz1.cz,se1.se, 116.006174 
68,cz1.cz,si1.si, 1.200256 
69,cz1.cz,uk1.uk, 10.361230 
70,de1.de,at1.at, 77.932939 
71,de1.de,be1.be, 40.201926 
72,de1.de,ch1.ch, 18.579936 
73,de1.de,cz1.cz, 18.318291 
74,de1.de,es1.es, 129.038108 
75,de1.de,fr1.fr, 45.632011 
76,de1.de,gr1.gr, 1180.251073 
77,de1.de,hr1.hr, 185.531976 
78,de1.de,hu1.hu, 983.199672 
79,de1.de,ie1.ie, 0.025473 
80,de1.de,il1.il, 287.475216 
81,de1.de,it1.it, 112.215006 
82,de1.de,nl1.nl, 90.758728 
83,de1.de,ny1.ny, 163.401148 
84,de1.de,pl1.pl, 21.238213 
85,de1.de,pt1.pt, 25.293724 
86,de1.de,se1.se, 138.850408 
87,de1.de,si1.si, 1219.163223 
