,source,destion,20050527-1830
0,at1.at,be1.be, 24.584310 
1,at1.at,ch1.ch, 167.488936 
2,at1.at,de1.de, 23.919938 
3,at1.at,es1.es, 14.401952 
4,at1.at,fr1.fr, 12.562290 
5,at1.at,gr1.gr, 0.483139 
6,at1.at,hr1.hr, 33.861514 
7,at1.at,hu1.hu, 39.341532 
8,at1.at,ie1.ie, 7.961673 
9,at1.at,il1.il, 0.004499 
10,at1.at,it1.it, 3.906105 
11,at1.at,nl1.nl, 1.620754 
12,at1.at,ny1.ny, 35.599004 
13,at1.at,pt1.pt, 0.564618 
14,at1.at,se1.se, 17.038018 
15,at1.at,si1.si, 33.162896 
16,at1.at,uk1.uk, 8.195257 
17,be1.be,at1.at, 100.147720 
18,be1.be,ch1.ch, 1.855238 
19,be1.be,cz1.cz, 1.416353 
20,be1.be,de1.de, 12.068074 
21,be1.be,es1.es, 1.530953 
22,be1.be,fr1.fr, 39.274223 
23,be1.be,gr1.gr, 1.849728 
24,be1.be,hr1.hr, 0.005398 
25,be1.be,hu1.hu, 2.687855 
26,be1.be,ie1.ie, 0.024742 
27,be1.be,il1.il, 0.099417 
28,be1.be,it1.it, 5.316666 
29,be1.be,nl1.nl, 21.545966 
30,be1.be,ny1.ny, 116.617071 
31,be1.be,pl1.pl, 7.854440 
32,be1.be,pt1.pt, 1.415622 
33,be1.be,se1.se, 59.926674 
34,be1.be,si1.si, 0.310565 
35,be1.be,sk1.sk, 0.244606 
36,be1.be,uk1.uk, 5.568020 
37,ch1.ch,at1.at, 164.008277 
38,ch1.ch,be1.be, 4.917481 
39,ch1.ch,cz1.cz, 3.493255 
40,ch1.ch,de1.de, 17.659598 
41,ch1.ch,es1.es, 79.240034 
42,ch1.ch,fr1.fr, 89.936121 
43,ch1.ch,gr1.gr, 52.922676 
44,ch1.ch,hr1.hr, 0.436748 
45,ch1.ch,hu1.hu, 13.347785 
46,ch1.ch,ie1.ie, 1.914675 
47,ch1.ch,il1.il, 0.152499 
48,ch1.ch,it1.it, 145.101807 
49,ch1.ch,nl1.nl, 5.120138 
50,ch1.ch,ny1.ny, 78.688856 
51,ch1.ch,pl1.pl, 8.646345 
52,ch1.ch,pt1.pt, 69.136906 
53,ch1.ch,se1.se, 129.517030 
54,ch1.ch,si1.si, 3.176448 
55,ch1.ch,sk1.sk, 1.144587 
56,ch1.ch,uk1.uk, 53.040650 
57,cz1.cz,be1.be, 3.322368 
58,cz1.cz,ch1.ch, 1.840449 
59,cz1.cz,de1.de, 127.398179 
60,cz1.cz,es1.es, 1.270152 
61,cz1.cz,fr1.fr, 59.905194 
62,cz1.cz,gr1.gr, 29.127459 
63,cz1.cz,hr1.hr, 3.173355 
64,cz1.cz,hu1.hu, 16.971328 
65,cz1.cz,ie1.ie, 0.018894 
66,cz1.cz,il1.il, 0.011471 
67,cz1.cz,it1.it, 25.094890 
68,cz1.cz,nl1.nl, 24.284485 
69,cz1.cz,ny1.ny, 62.079545 
70,cz1.cz,pt1.pt, 2.422499 
71,cz1.cz,se1.se, 152.509264 
72,cz1.cz,si1.si, 36.054196 
73,cz1.cz,uk1.uk, 24.559681 
74,de1.de,at1.at, 42.526921 
75,de1.de,be1.be, 36.306393 
76,de1.de,ch1.ch, 73.460866 
77,de1.de,cz1.cz, 16.846213 
78,de1.de,es1.es, 317.822163 
79,de1.de,fr1.fr, 157.728538 
80,de1.de,gr1.gr, 2873.277496 
81,de1.de,hr1.hr, 766.005556 
82,de1.de,hu1.hu, 1808.424400 
83,de1.de,ie1.ie, 44.192716 
84,de1.de,il1.il, 404.060966 
85,de1.de,it1.it, 372.150284 
86,de1.de,nl1.nl, 38.926433 
87,de1.de,ny1.ny, 334.347577 
88,de1.de,pl1.pl, 74.627102 
89,de1.de,pt1.pt, 21.387844 
90,de1.de,se1.se, 221.717978 
91,de1.de,si1.si, 2658.224610 
92,de1.de,sk1.sk, 1.496708 
93,de1.de,uk1.uk, 216.874554 
94,es1.es,at1.at, 1.638129 
95,es1.es,be1.be, 3.142035 
96,es1.es,ch1.ch, 25.862616 
97,es1.es,cz1.cz, 5.670642 
98,es1.es,de1.de, 277.727638 
99,es1.es,fr1.fr, 35.163998 
100,es1.es,gr1.gr, 12.567576 
101,es1.es,hr1.hr, 2.771527 
102,es1.es,hu1.hu, 5.551994 
103,es1.es,ie1.ie, 0.063373 
104,es1.es,il1.il, 0.612527 
105,es1.es,it1.it, 58.271338 
106,es1.es,nl1.nl, 4.702284 
107,es1.es,ny1.ny, 187.374225 
108,es1.es,pl1.pl, 15.328081 
109,es1.es,pt1.pt, 21.187042 
110,es1.es,se1.se, 26.294528 
111,es1.es,si1.si, 2.469734 
112,es1.es,sk1.sk, 2.891580 
113,es1.es,uk1.uk, 145.473495 
114,fr1.fr,at1.at, 8.809359 
115,fr1.fr,be1.be, 5.551882 
116,fr1.fr,ch1.ch, 73.432919 
117,fr1.fr,cz1.cz, 230.584861 
118,fr1.fr,de1.de, 57.925966 
119,fr1.fr,es1.es, 82.236374 
120,fr1.fr,gr1.gr, 8.807335 
121,fr1.fr,hr1.hr, 2.642026 
122,fr1.fr,hu1.hu, 4.793884 
123,fr1.fr,ie1.ie, 1.210097 
124,fr1.fr,il1.il, 0.675169 
125,fr1.fr,it1.it, 62.458094 
126,fr1.fr,nl1.nl, 2.524447 
127,fr1.fr,ny1.ny, 128.030331 
128,fr1.fr,pl1.pl, 16.129546 
129,fr1.fr,pt1.pt, 6.316908 
130,fr1.fr,se1.se, 24.686932 
131,fr1.fr,si1.si, 12.614417 
132,fr1.fr,sk1.sk, 7.187087 
133,fr1.fr,uk1.uk, 74.534040 
134,gr1.gr,at1.at, 4.769367 
135,gr1.gr,be1.be, 5.775289 
136,gr1.gr,ch1.ch, 14.752948 
137,gr1.gr,cz1.cz, 3.935402 
138,gr1.gr,de1.de, 5060.330078 
139,gr1.gr,es1.es, 5.584665 
140,gr1.gr,fr1.fr, 2.920708 
141,gr1.gr,hr1.hr, 2.239635 
142,gr1.gr,hu1.hu, 13.269342 
143,gr1.gr,ie1.ie, 0.052464 
144,gr1.gr,il1.il, 0.181121 
145,gr1.gr,it1.it, 12.177500 
146,gr1.gr,nl1.nl, 8.584884 
147,gr1.gr,ny1.ny, 56.132582 
148,gr1.gr,pl1.pl, 7.582280 
149,gr1.gr,pt1.pt, 4.302086 
150,gr1.gr,se1.se, 56.881189 
151,gr1.gr,si1.si, 15.237661 
152,gr1.gr,sk1.sk, 8.047088 
153,gr1.gr,uk1.uk, 930.564281 
154,hr1.hr,at1.at, 2.447972 
155,hr1.hr,be1.be, 0.021143 
156,hr1.hr,ch1.ch, 17.775154 
157,hr1.hr,cz1.cz, 3.412001 
158,hr1.hr,de1.de, 1851.030607 
159,hr1.hr,es1.es, 28.182605 
160,hr1.hr,fr1.fr, 1.928789 
161,hr1.hr,gr1.gr, 8.012618 
162,hr1.hr,hu1.hu, 998.894999 
163,hr1.hr,ie1.ie, 0.011696 
164,hr1.hr,it1.it, 0.692263 
165,hr1.hr,nl1.nl, 3.512149 
166,hr1.hr,ny1.ny, 25.908557 
167,hr1.hr,pl1.pl, 3.082148 
168,hr1.hr,pt1.pt, 0.326535 
169,hr1.hr,se1.se, 56.266356 
170,hr1.hr,si1.si, 67.206768 
171,hr1.hr,sk1.sk, 0.345654 
172,hr1.hr,uk1.uk, 1.796139 
173,hu1.hu,at1.at, 6.610492 
174,hu1.hu,be1.be, 6.199497 
175,hu1.hu,ch1.ch, 60.584187 
176,hu1.hu,cz1.cz, 3.212942 
177,hu1.hu,de1.de, 3292.584558 
178,hu1.hu,es1.es, 6.301557 
179,hu1.hu,fr1.fr, 16.713620 
180,hu1.hu,gr1.gr, 2.716982 
181,hu1.hu,hr1.hr, 833.159804 
