,source,destion,20050519-2300
0,at1.at,be1.be, 20.444733 
1,at1.at,ch1.ch, 29.921782 
2,at1.at,de1.de, 16.696244 
3,at1.at,es1.es, 3.756586 
4,at1.at,fr1.fr, 12.899340 
5,at1.at,gr1.gr, 5.751390 
6,at1.at,hr1.hr, 25.611037 
7,at1.at,hu1.hu, 32.189814 
8,at1.at,ie1.ie, 0.901331 
9,at1.at,il1.il, 0.010965 
10,at1.at,it1.it, 1.368275 
11,at1.at,nl1.nl, 11.397459 
12,at1.at,ny1.ny, 28.222530 
13,at1.at,pl1.pl, 0.084347 
14,at1.at,pt1.pt, 8.552945 
15,at1.at,se1.se, 14.667926 
16,at1.at,si1.si, 16.045761 
17,at1.at,uk1.uk, 6.212318 
18,be1.be,at1.at, 14.621760 
19,be1.be,ch1.ch, 10.142940 
20,be1.be,cz1.cz, 0.191692 
21,be1.be,de1.de, 3.096094 
22,be1.be,es1.es, 7.239157 
23,be1.be,fr1.fr, 21.357029 
24,be1.be,gr1.gr, 0.269460 
25,be1.be,hr1.hr, 0.095593 
26,be1.be,hu1.hu, 22.712934 
27,be1.be,ie1.ie, 0.035201 
28,be1.be,it1.it, 0.082772 
29,be1.be,nl1.nl, 14.227298 
30,be1.be,ny1.ny, 138.952524 
31,be1.be,pl1.pl, 5.791202 
32,be1.be,pt1.pt, 0.076531 
33,be1.be,se1.se, 174.241806 
34,be1.be,si1.si, 0.304267 
35,be1.be,sk1.sk, 10.948228 
36,be1.be,uk1.uk, 2.104511 
37,ch1.ch,at1.at, 21.389362 
38,ch1.ch,be1.be, 3.076469 
39,ch1.ch,cz1.cz, 22.553631 
40,ch1.ch,de1.de, 30.817603 
41,ch1.ch,es1.es, 51.932950 
42,ch1.ch,fr1.fr, 29.070385 
43,ch1.ch,gr1.gr, 16.167952 
44,ch1.ch,hr1.hr, 0.123765 
45,ch1.ch,hu1.hu, 5.524272 
46,ch1.ch,ie1.ie, 0.205863 
47,ch1.ch,il1.il, 0.614102 
48,ch1.ch,it1.it, 1.648420 
49,ch1.ch,nl1.nl, 40.470487 
50,ch1.ch,ny1.ny, 95.366881 
51,ch1.ch,pl1.pl, 63.812199 
52,ch1.ch,pt1.pt, 88.998915 
53,ch1.ch,se1.se, 223.897558 
54,ch1.ch,si1.si, 6.219066 
55,ch1.ch,sk1.sk, 4.182425 
56,ch1.ch,uk1.uk, 140.746020 
57,cz1.cz,be1.be, 7.855733 
58,cz1.cz,ch1.ch, 12.697301 
59,cz1.cz,de1.de, 7.688501 
60,cz1.cz,es1.es, 1.108037 
61,cz1.cz,fr1.fr, 0.240726 
62,cz1.cz,gr1.gr, 0.832954 
63,cz1.cz,hr1.hr, 1.506323 
64,cz1.cz,hu1.hu, 19.982737 
65,cz1.cz,ie1.ie, 0.027328 
66,cz1.cz,il1.il, 2.065206 
67,cz1.cz,it1.it, 8.172146 
68,cz1.cz,nl1.nl, 84.043309 
69,cz1.cz,ny1.ny, 94.362253 
70,cz1.cz,pt1.pt, 4.613888 
71,cz1.cz,se1.se, 67.311920 
72,cz1.cz,si1.si, 46.321126 
73,cz1.cz,uk1.uk, 19.044575 
74,de1.de,at1.at, 38.011719 
75,de1.de,be1.be, 23.180384 
76,de1.de,ch1.ch, 35.184017 
77,de1.de,cz1.cz, 16.534130 
78,de1.de,es1.es, 138.773877 
79,de1.de,fr1.fr, 141.268802 
80,de1.de,gr1.gr, 1990.987084 
81,de1.de,hr1.hr, 758.989693 
82,de1.de,hu1.hu, 1705.949268 
83,de1.de,ie1.ie, 0.213960 
84,de1.de,il1.il, 355.778662 
85,de1.de,it1.it, 222.958889 
86,de1.de,nl1.nl, 126.248868 
87,de1.de,ny1.ny, 344.578687 
88,de1.de,pl1.pl, 67.673600 
89,de1.de,pt1.pt, 67.193666 
90,de1.de,se1.se, 275.039278 
91,de1.de,si1.si, 2875.363507 
92,de1.de,sk1.sk, 19.380950 
93,de1.de,uk1.uk, 357.427644 
94,es1.es,at1.at, 2.171089 
95,es1.es,be1.be, 3.922637 
96,es1.es,ch1.ch, 20.186969 
97,es1.es,cz1.cz, 1.595394 
98,es1.es,de1.de, 209.412608 
99,es1.es,fr1.fr, 55.229002 
100,es1.es,gr1.gr, 11.696160 
101,es1.es,hr1.hr, 0.409195 
102,es1.es,hu1.hu, 4.938624 
103,es1.es,ie1.ie, 0.148169 
104,es1.es,il1.il, 0.981292 
105,es1.es,it1.it, 60.902737 
