,source,destion,20050602-1245
0,at1.at,be1.be, 29.222940 
1,at1.at,ch1.ch, 163.208444 
2,at1.at,de1.de, 69.102155 
3,at1.at,es1.es, 7.927484 
4,at1.at,fr1.fr, 12.294911 
5,at1.at,gr1.gr, 0.124721 
6,at1.at,hr1.hr, 62.637078 
7,at1.at,hu1.hu, 109.468952 
8,at1.at,ie1.ie, 1.108599 
9,at1.at,il1.il, 3.250392 
10,at1.at,it1.it, 4.932438 
11,at1.at,nl1.nl, 10.620568 
12,at1.at,ny1.ny, 88.162475 
13,at1.at,pt1.pt, 0.750744 
14,at1.at,se1.se, 23.057407 
15,at1.at,si1.si, 71.430523 
16,at1.at,uk1.uk, 16.091477 
17,be1.be,at1.at, 86.633715 
18,be1.be,ch1.ch, 26.402830 
19,be1.be,cz1.cz, 15.311493 
20,be1.be,de1.de, 68.275050 
21,be1.be,es1.es, 4.136372 
22,be1.be,fr1.fr, 72.021795 
23,be1.be,gr1.gr, 0.337388 
24,be1.be,hr1.hr, 0.222057 
25,be1.be,hu1.hu, 0.695693 
26,be1.be,ie1.ie, 0.444227 
27,be1.be,il1.il, 0.395137 
28,be1.be,it1.it, 3.648116 
29,be1.be,nl1.nl, 18.622109 
30,be1.be,ny1.ny, 128.611425 
31,be1.be,pl1.pl, 8.996553 
32,be1.be,pt1.pt, 0.068883 
33,be1.be,se1.se, 122.782998 
34,be1.be,si1.si, 0.768513 
35,be1.be,sk1.sk, 10.933720 
36,be1.be,uk1.uk, 14.189229 
37,ch1.ch,at1.at, 168.448579 
38,ch1.ch,be1.be, 24.771673 
39,ch1.ch,cz1.cz, 52.479630 
40,ch1.ch,de1.de, 353.684666 
41,ch1.ch,es1.es, 36.689272 
42,ch1.ch,fr1.fr, 1263.434381 
43,ch1.ch,gr1.gr, 1.114616 
44,ch1.ch,hr1.hr, 4.710043 
45,ch1.ch,hu1.hu, 5.900010 
46,ch1.ch,ie1.ie, 1.265766 
47,ch1.ch,il1.il, 2.497624 
48,ch1.ch,it1.it, 78.036910 
49,ch1.ch,nl1.nl, 35.179012 
50,ch1.ch,ny1.ny, 19.034847 
51,ch1.ch,pl1.pl, 24.474547 
52,ch1.ch,pt1.pt, 73.299819 
53,ch1.ch,se1.se, 141.244173 
54,ch1.ch,si1.si, 11.036286 
55,ch1.ch,sk1.sk, 27.624454 
56,ch1.ch,uk1.uk, 130.132706 
57,cz1.cz,be1.be, 1.051075 
58,cz1.cz,ch1.ch, 1.815145 
59,cz1.cz,de1.de, 110.962117 
60,cz1.cz,es1.es, 21.496033 
61,cz1.cz,fr1.fr, 1.761894 
62,cz1.cz,gr1.gr, 0.251804 
63,cz1.cz,hr1.hr, 2.414289 
64,cz1.cz,hu1.hu, 18.665182 
65,cz1.cz,ie1.ie, 10.701935 
66,cz1.cz,il1.il, 0.086596 
67,cz1.cz,it1.it, 0.565687 
68,cz1.cz,nl1.nl, 89.026299 
69,cz1.cz,ny1.ny, 23.251517 
70,cz1.cz,pt1.pt, 3.198828 
71,cz1.cz,se1.se, 49.500835 
72,cz1.cz,si1.si, 20.947272 
73,cz1.cz,uk1.uk, 153.279126 
74,de1.de,at1.at, 129.990328 
75,de1.de,be1.be, 93.407896 
76,de1.de,ch1.ch, 107.906454 
77,de1.de,cz1.cz, 66.846719 
78,de1.de,es1.es, 268.680308 
79,de1.de,fr1.fr, 170.301006 
80,de1.de,gr1.gr, 525.053054 
81,de1.de,hr1.hr, 1434.035662 
82,de1.de,hu1.hu, 2919.629267 
83,de1.de,ie1.ie, 45.871050 
84,de1.de,il1.il, 682.765398 
85,de1.de,it1.it, 249.765122 
86,de1.de,nl1.nl, 238.033480 
87,de1.de,ny1.ny, 274.504125 
88,de1.de,pl1.pl, 126.382586 
89,de1.de,pt1.pt, 55.579098 
90,de1.de,se1.se, 3964.903142 
91,de1.de,si1.si, 3528.022065 
92,de1.de,sk1.sk, 66.563145 
93,de1.de,uk1.uk, 352.580453 
94,es1.es,at1.at, 9.267475 
95,es1.es,be1.be, 4.383790 
96,es1.es,ch1.ch, 30.103353 
97,es1.es,cz1.cz, 9.282770 
98,es1.es,de1.de, 327.640817 
99,es1.es,fr1.fr, 13.892497 
100,es1.es,gr1.gr, 1.489735 
101,es1.es,hr1.hr, 8.181931 
102,es1.es,hu1.hu, 7.230779 
103,es1.es,ie1.ie, 1.229159 
104,es1.es,il1.il, 2.757863 
105,es1.es,it1.it, 24.700484 
106,es1.es,nl1.nl, 18.418214 
107,es1.es,ny1.ny, 67.304835 
108,es1.es,pl1.pl, 9.078257 
109,es1.es,pt1.pt, 24.370182 
110,es1.es,se1.se, 56.966885 
111,es1.es,si1.si, 5.439026 
112,es1.es,sk1.sk, 16.708053 
113,es1.es,uk1.uk, 66.602900 
114,fr1.fr,at1.at, 7.889472 
115,fr1.fr,be1.be, 17.445582 
116,fr1.fr,ch1.ch, 69.114414 
117,fr1.fr,cz1.cz, 8.762406 
118,fr1.fr,de1.de, 78.751835 
119,fr1.fr,es1.es, 51.465612 
120,fr1.fr,gr1.gr, 0.347453 
121,fr1.fr,hr1.hr, 4.909664 
122,fr1.fr,hu1.hu, 35.835400 
123,fr1.fr,ie1.ie, 1.325990 
124,fr1.fr,il1.il, 1.504805 
125,fr1.fr,it1.it, 65.624308 
126,fr1.fr,nl1.nl, 5.764267 
127,fr1.fr,ny1.ny, 203.441691 
128,fr1.fr,pl1.pl, 32.581296 
129,fr1.fr,pt1.pt, 3.810343 
130,fr1.fr,se1.se, 75.103269 
131,fr1.fr,si1.si, 15.419176 
132,fr1.fr,sk1.sk, 1.355736 
133,fr1.fr,uk1.uk, 129.189876 
134,gr1.gr,at1.at, 7.259682 
135,gr1.gr,be1.be, 1.508741 
136,gr1.gr,ch1.ch, 27.593695 
137,gr1.gr,cz1.cz, 4.487368 
138,gr1.gr,de1.de, 4973.266025 
139,gr1.gr,es1.es, 7.152786 
140,gr1.gr,fr1.fr, 8.999814 
141,gr1.gr,hr1.hr, 9.612735 
142,gr1.gr,hu1.hu, 24.819132 
143,gr1.gr,ie1.ie, 0.027328 
144,gr1.gr,il1.il, 0.903243 
145,gr1.gr,it1.it, 1.535339 
146,gr1.gr,nl1.nl, 77.964147 
147,gr1.gr,ny1.ny, 25.410348 
148,gr1.gr,pl1.pl, 14.977761 
149,gr1.gr,pt1.pt, 3.081980 
150,gr1.gr,se1.se, 385.713153 
151,gr1.gr,si1.si, 16.002632 
152,gr1.gr,sk1.sk, 1.672149 
153,gr1.gr,uk1.uk, 893.502027 
154,hr1.hr,at1.at, 6.641475 
155,hr1.hr,be1.be, 5.753864 
156,hr1.hr,ch1.ch, 27.765257 
157,hr1.hr,cz1.cz, 18.151341 
158,hr1.hr,de1.de, 2375.202067 
159,hr1.hr,es1.es, 6.098562 
160,hr1.hr,fr1.fr, 1.916193 
161,hr1.hr,gr1.gr, 0.098180 
162,hr1.hr,hu1.hu, 1598.856987 
163,hr1.hr,ie1.ie, 0.574965 
164,hr1.hr,it1.it, 1.898874 
165,hr1.hr,nl1.nl, 7.137997 
166,hr1.hr,ny1.ny, 25.917048 
167,hr1.hr,pl1.pl, 12.535974 
168,hr1.hr,pt1.pt, 3.158735 
169,hr1.hr,se1.se, 310.168525 
170,hr1.hr,si1.si, 14.485512 
171,hr1.hr,sk1.sk, 1.828753 
172,hr1.hr,uk1.uk, 4.715948 
173,hu1.hu,at1.at, 26.464009 
174,hu1.hu,be1.be, 0.862925 
175,hu1.hu,ch1.ch, 76.503202 
176,hu1.hu,cz1.cz, 22.978402 
177,hu1.hu,de1.de, 3716.152263 
178,hu1.hu,es1.es, 4.886385 
179,hu1.hu,fr1.fr, 4.974724 
180,hu1.hu,gr1.gr, 0.374894 
181,hu1.hu,hr1.hr, 1569.118800 
182,hu1.hu,ie1.ie, 0.198721 
183,hu1.hu,il1.il, 0.861744 
184,hu1.hu,it1.it, 2.359914 
185,hu1.hu,nl1.nl, 28.963602 
186,hu1.hu,ny1.ny, 44.587965 
187,hu1.hu,pl1.pl, 13.446808 
188,hu1.hu,pt1.pt, 3.032271 
189,hu1.hu,se1.se, 355.643539 
190,hu1.hu,si1.si, 57.012489 
191,hu1.hu,sk1.sk, 62.436107 
192,hu1.hu,uk1.uk, 19.143991 
193,ie1.ie,at1.at, 63.080574 
194,ie1.ie,be1.be, 0.761203 
195,ie1.ie,ch1.ch, 4.091050 
196,ie1.ie,cz1.cz, 4.517395 
197,ie1.ie,de1.de, 48.688237 
198,ie1.ie,es1.es, 7.734498 
199,ie1.ie,fr1.fr, 6.643781 
200,ie1.ie,gr1.gr, 0.003149 
201,ie1.ie,hr1.hr, 0.015070 
202,ie1.ie,hu1.hu, 0.499784 
203,ie1.ie,il1.il, 0.161609 
204,ie1.ie,it1.it, 1.634755 
205,ie1.ie,nl1.nl, 6.808819 
206,ie1.ie,ny1.ny, 13.525813 
207,ie1.ie,pl1.pl, 4.738834 
208,ie1.ie,pt1.pt, 4.138902 
209,ie1.ie,se1.se, 10.531442 
210,ie1.ie,si1.si, 0.368034 
211,ie1.ie,sk1.sk, 0.183201 
212,ie1.ie,uk1.uk, 4.703521 
213,il1.il,at1.at, 0.422522 
214,il1.il,be1.be, 0.163858 
215,il1.il,ch1.ch, 10.735955 
216,il1.il,cz1.cz, 0.007085 
217,il1.il,de1.de, 221.315249 
218,il1.il,es1.es, 0.805738 
219,il1.il,fr1.fr, 1.391105 
