,source,destion,20040618-1455
0,ATLAM5,ATLAng, 0.527680 
1,ATLAM5,CHINng, 0.821203 
2,ATLAM5,HSTNng, 0.096107 
3,ATLAM5,IPLSng, 0.092459 
4,ATLAM5,KSCYng, 0.863456 
5,ATLAM5,LOSAng, 0.226315 
6,ATLAM5,NYCMng, 0.106667 
7,ATLAM5,WASHng, 0.437203 
8,ATLAng,ATLAM5, 0.212104 
9,ATLAng,CHINng, 14.130488 
10,ATLAng,DNVRng, 4.781237 
11,ATLAng,HSTNng, 2.706829 
12,ATLAng,IPLSng, 46.256056 
13,ATLAng,KSCYng, 2.612971 
14,ATLAng,LOSAng, 11.181435 
15,ATLAng,NYCMng, 6.355901 
16,ATLAng,SNVAng, 0.284451 
17,ATLAng,STTLng, 4.585528 
18,ATLAng,WASHng, 53.553957 
19,CHINng,ATLAM5, 0.186691 
20,CHINng,ATLAng, 19.861904 
21,CHINng,DNVRng, 25.101336 
22,CHINng,HSTNng, 12.980307 
23,CHINng,IPLSng, 49.197627 
24,CHINng,KSCYng, 31.434016 
25,CHINng,LOSAng, 53.931677 
26,CHINng,NYCMng, 17.047259 
27,CHINng,SNVAng, 0.556421 
28,CHINng,STTLng, 5.839152 
29,CHINng,WASHng, 35.842232 
30,DNVRng,ATLAM5, 0.255208 
31,DNVRng,ATLAng, 7.731845 
32,DNVRng,CHINng, 75.135008 
33,DNVRng,HSTNng, 32.321597 
34,DNVRng,IPLSng, 35.061989 
35,DNVRng,KSCYng, 29.443605 
36,DNVRng,LOSAng, 9.589448 
37,DNVRng,NYCMng, 22.799837 
38,DNVRng,SNVAng, 14.170981 
39,DNVRng,STTLng, 26.725824 
40,DNVRng,WASHng, 43.302381 
41,HSTNng,ATLAM5, 1.586349 
42,HSTNng,ATLAng, 6.365229 
43,HSTNng,CHINng, 16.869845 
44,HSTNng,DNVRng, 2.992419 
45,HSTNng,IPLSng, 1.784136 
46,HSTNng,KSCYng, 1.414325 
47,HSTNng,LOSAng, 6.282656 
48,HSTNng,NYCMng, 2.942093 
49,HSTNng,SNVAng, 0.371643 
50,HSTNng,STTLng, 2.814808 
51,HSTNng,WASHng, 11.017539 
52,IPLSng,ATLAM5, 0.124211 
53,IPLSng,ATLAng, 51.061587 
54,IPLSng,CHINng, 88.732131 
55,IPLSng,DNVRng, 5.011163 
56,IPLSng,HSTNng, 4.092192 
57,IPLSng,KSCYng, 4.872725 
58,IPLSng,LOSAng, 23.516541 
59,IPLSng,NYCMng, 28.123317 
60,IPLSng,SNVAng, 0.933365 
61,IPLSng,STTLng, 10.759672 
62,IPLSng,WASHng, 21.366403 
63,KSCYng,ATLAM5, 0.448259 
64,KSCYng,ATLAng, 6.407936 
65,KSCYng,CHINng, 36.732435 
66,KSCYng,DNVRng, 12.356541 
67,KSCYng,HSTNng, 5.109387 
68,KSCYng,IPLSng, 16.353256 
69,KSCYng,LOSAng, 5.125619 
70,KSCYng,NYCMng, 5.793395 
71,KSCYng,SNVAng, 2.720440 
72,KSCYng,STTLng, 4.690763 
73,KSCYng,WASHng, 14.293707 
74,LOSAng,ATLAM5, 0.679155 
75,LOSAng,ATLAng, 23.601941 
76,LOSAng,CHINng, 1275.584480 
77,LOSAng,DNVRng, 30.858693 
78,LOSAng,HSTNng, 6.995957 
79,LOSAng,IPLSng, 35.940995 
80,LOSAng,KSCYng, 6.881624 
81,LOSAng,NYCMng, 38.362219 
82,LOSAng,SNVAng, 6.807701 
83,LOSAng,STTLng, 22.737875 
84,LOSAng,WASHng, 46.234368 
85,NYCMng,ATLAM5, 0.593725 
86,NYCMng,ATLAng, 37.122392 
87,NYCMng,CHINng, 37.467760 
88,NYCMng,DNVRng, 26.615112 
89,NYCMng,HSTNng, 13.876293 
90,NYCMng,IPLSng, 28.058997 
91,NYCMng,KSCYng, 19.551752 
92,NYCMng,LOSAng, 65.129757 
93,NYCMng,SNVAng, 0.700733 
94,NYCMng,STTLng, 19.767272 
95,NYCMng,WASHng, 87.392464 
96,SNVAng,ATLAng, 0.204683 
97,SNVAng,CHINng, 0.228501 
98,SNVAng,DNVRng, 17.753387 
99,SNVAng,HSTNng, 0.224288 
100,SNVAng,IPLSng, 0.553128 
101,SNVAng,KSCYng, 0.193504 
102,SNVAng,LOSAng, 23.605187 
103,SNVAng,NYCMng, 0.315328 
104,SNVAng,STTLng, 22.443867 
105,SNVAng,WASHng, 2.142936 
106,STTLng,ATLAM5, 0.559240 
107,STTLng,ATLAng, 13.291789 
108,STTLng,CHINng, 27.281211 
109,STTLng,DNVRng, 11.426459 
110,STTLng,HSTNng, 3.379664 
111,STTLng,IPLSng, 14.501077 
112,STTLng,KSCYng, 6.267219 
113,STTLng,LOSAng, 19.706160 
114,STTLng,NYCMng, 13.675869 
115,STTLng,SNVAng, 4.440581 
116,STTLng,WASHng, 9.911517 
117,WASHng,ATLAM5, 0.527088 
118,WASHng,ATLAng, 162.560629 
119,WASHng,CHINng, 78.935861 
120,WASHng,DNVRng, 77.304629 
121,WASHng,HSTNng, 30.018979 
122,WASHng,IPLSng, 88.149488 
123,WASHng,KSCYng, 17.423688 
124,WASHng,LOSAng, 51.223795 
125,WASHng,NYCMng, 161.827131 
126,WASHng,SNVAng, 9.444568 
127,WASHng,STTLng, 24.615091 
