,source,destion,20040501-1535
0,ATLAM5,ATLAng, 0.080000 
1,ATLAM5,CHINng, 1.121741 
2,ATLAM5,DNVRng, 0.080000 
3,ATLAM5,HSTNng, 0.081877 
4,ATLAM5,IPLSng, 0.544093 
5,ATLAM5,KSCYng, 0.113357 
6,ATLAM5,LOSAng, 0.186667 
7,ATLAM5,NYCMng, 0.901893 
8,ATLAM5,STTLng, 0.175659 
9,ATLAM5,WASHng, 1.180621 
10,ATLAng,ATLAM5, 0.368480 
11,ATLAng,CHINng, 14.214200 
12,ATLAng,DNVRng, 2.940971 
13,ATLAng,HSTNng, 3.360357 
14,ATLAng,IPLSng, 16.145981 
15,ATLAng,KSCYng, 1.411293 
16,ATLAng,LOSAng, 29.049043 
17,ATLAng,NYCMng, 8.911736 
18,ATLAng,SNVAng, 0.133733 
19,ATLAng,STTLng, 5.746493 
20,ATLAng,WASHng, 50.924763 
21,CHINng,ATLAM5, 0.812184 
22,CHINng,ATLAng, 25.285336 
23,CHINng,DNVRng, 18.993099 
24,CHINng,HSTNng, 45.656717 
25,CHINng,IPLSng, 35.361189 
26,CHINng,KSCYng, 15.073976 
27,CHINng,LOSAng, 33.597461 
28,CHINng,NYCMng, 20.641501 
29,CHINng,SNVAng, 0.567909 
30,CHINng,STTLng, 10.918571 
31,CHINng,WASHng, 26.152707 
32,DNVRng,ATLAM5, 0.199189 
33,DNVRng,ATLAng, 3.592136 
34,DNVRng,CHINng, 58.239232 
35,DNVRng,HSTNng, 11.974747 
36,DNVRng,IPLSng, 35.075715 
37,DNVRng,KSCYng, 20.299971 
38,DNVRng,LOSAng, 15.127144 
39,DNVRng,NYCMng, 16.821171 
40,DNVRng,SNVAng, 11.876221 
41,DNVRng,STTLng, 11.931488 
42,DNVRng,WASHng, 45.079845 
43,HSTNng,ATLAM5, 0.680024 
44,HSTNng,ATLAng, 2.509888 
45,HSTNng,CHINng, 15.102328 
46,HSTNng,DNVRng, 2.241115 
47,HSTNng,IPLSng, 2.705629 
48,HSTNng,KSCYng, 4.587293 
49,HSTNng,LOSAng, 2.724027 
50,HSTNng,NYCMng, 4.831995 
51,HSTNng,SNVAng, 0.322445 
52,HSTNng,STTLng, 1.576267 
53,HSTNng,WASHng, 12.259301 
54,IPLSng,ATLAM5, 0.290477 
55,IPLSng,ATLAng, 18.284616 
56,IPLSng,CHINng, 94.568523 
57,IPLSng,DNVRng, 16.517968 
58,IPLSng,HSTNng, 2.576411 
59,IPLSng,KSCYng, 6.674861 
60,IPLSng,LOSAng, 30.473755 
61,IPLSng,NYCMng, 52.873517 
62,IPLSng,SNVAng, 0.831181 
63,IPLSng,STTLng, 12.090125 
64,IPLSng,WASHng, 27.110128 
65,KSCYng,ATLAM5, 0.179277 
66,KSCYng,ATLAng, 2.497888 
67,KSCYng,CHINng, 33.799909 
68,KSCYng,DNVRng, 10.832661 
69,KSCYng,HSTNng, 4.542968 
70,KSCYng,IPLSng, 17.764181 
71,KSCYng,LOSAng, 7.872259 
72,KSCYng,NYCMng, 10.298363 
73,KSCYng,SNVAng, 1.290037 
74,KSCYng,STTLng, 1.900421 
75,KSCYng,WASHng, 15.144067 
76,LOSAng,ATLAM5, 2.283280 
77,LOSAng,ATLAng, 30.240805 
78,LOSAng,CHINng, 329.851360 
79,LOSAng,DNVRng, 12.693504 
80,LOSAng,HSTNng, 9.636693 
81,LOSAng,IPLSng, 30.210251 
82,LOSAng,KSCYng, 14.174992 
83,LOSAng,NYCMng, 65.638915 
84,LOSAng,SNVAng, 9.159797 
85,LOSAng,STTLng, 29.090688 
86,LOSAng,WASHng, 142.424053 
87,NYCMng,ATLAM5, 1.580003 
88,NYCMng,ATLAng, 28.237640 
89,NYCMng,CHINng, 51.103075 
90,NYCMng,DNVRng, 30.881003 
91,NYCMng,HSTNng, 7.254595 
92,NYCMng,IPLSng, 55.614936 
93,NYCMng,KSCYng, 21.054467 
94,NYCMng,LOSAng, 41.642045 
95,NYCMng,SNVAng, 2.225600 
96,NYCMng,STTLng, 22.959805 
97,NYCMng,WASHng, 157.219075 
98,SNVAng,ATLAng, 0.168213 
99,SNVAng,CHINng, 1.020549 
100,SNVAng,DNVRng, 3.438227 
101,SNVAng,HSTNng, 0.145259 
102,SNVAng,IPLSng, 0.452885 
103,SNVAng,KSCYng, 0.053333 
104,SNVAng,LOSAng, 29.298595 
105,SNVAng,NYCMng, 1.155461 
106,SNVAng,STTLng, 47.682133 
107,SNVAng,WASHng, 0.304056 
108,STTLng,ATLAM5, 0.242093 
109,STTLng,ATLAng, 7.492072 
110,STTLng,CHINng, 13.380613 
111,STTLng,DNVRng, 1.380349 
112,STTLng,HSTNng, 6.505973 
113,STTLng,IPLSng, 3.389600 
114,STTLng,KSCYng, 6.133643 
115,STTLng,LOSAng, 12.362493 
116,STTLng,NYCMng, 9.680941 
117,STTLng,SNVAng, 3.348912 
118,STTLng,WASHng, 7.895344 
119,WASHng,ATLAM5, 1.016976 
120,WASHng,ATLAng, 221.880797 
121,WASHng,CHINng, 88.330491 
122,WASHng,DNVRng, 50.368467 
123,WASHng,HSTNng, 21.704549 
124,WASHng,IPLSng, 62.279669 
125,WASHng,KSCYng, 17.033064 
126,WASHng,LOSAng, 96.472160 
127,WASHng,NYCMng, 169.037941 
128,WASHng,SNVAng, 1.114715 
129,WASHng,STTLng, 33.423200 
