,source,destion,20040722-0140
0,ATLAM5,ATLAng, 0.026667 
1,ATLAM5,CHINng, 0.184645 
2,ATLAM5,HSTNng, 0.107064 
3,ATLAM5,IPLSng, 0.026667 
4,ATLAM5,KSCYng, 0.046925 
5,ATLAM5,LOSAng, 0.026667 
6,ATLAM5,NYCMng, 1.078336 
7,ATLAM5,STTLng, 0.460880 
8,ATLAM5,WASHng, 1.406608 
9,ATLAng,ATLAM5, 0.457256 
10,ATLAng,CHINng, 19.430840 
11,ATLAng,DNVRng, 6.397395 
12,ATLAng,HSTNng, 1.210989 
13,ATLAng,IPLSng, 12.787301 
14,ATLAng,KSCYng, 0.692360 
15,ATLAng,LOSAng, 13.668260 
16,ATLAng,NYCMng, 8.719952 
17,ATLAng,SNVAng, 0.106324 
18,ATLAng,STTLng, 5.053267 
19,ATLAng,WASHng, 33.722896 
20,CHINng,ATLAM5, 1.200072 
21,CHINng,ATLAng, 8.655688 
22,CHINng,DNVRng, 15.776269 
23,CHINng,HSTNng, 7.264360 
24,CHINng,IPLSng, 39.530917 
25,CHINng,KSCYng, 13.495880 
26,CHINng,LOSAng, 40.253845 
27,CHINng,NYCMng, 14.099707 
28,CHINng,SNVAng, 2.676048 
29,CHINng,STTLng, 5.929811 
30,CHINng,WASHng, 26.901819 
31,DNVRng,ATLAM5, 0.227080 
32,DNVRng,ATLAng, 6.061957 
33,DNVRng,CHINng, 82.509104 
34,DNVRng,HSTNng, 22.147008 
35,DNVRng,IPLSng, 26.062568 
36,DNVRng,KSCYng, 49.483821 
37,DNVRng,LOSAng, 24.744443 
38,DNVRng,NYCMng, 24.984392 
39,DNVRng,SNVAng, 23.329029 
40,DNVRng,STTLng, 20.887925 
41,DNVRng,WASHng, 37.905229 
42,HSTNng,ATLAM5, 1.938467 
43,HSTNng,ATLAng, 2.063309 
44,HSTNng,CHINng, 5.026464 
45,HSTNng,DNVRng, 2.603696 
46,HSTNng,IPLSng, 2.146443 
47,HSTNng,KSCYng, 0.693720 
48,HSTNng,LOSAng, 18.249672 
49,HSTNng,NYCMng, 11.233368 
50,HSTNng,SNVAng, 0.119712 
51,HSTNng,STTLng, 1.771965 
52,HSTNng,WASHng, 2.792040 
53,IPLSng,ATLAM5, 0.060904 
54,IPLSng,ATLAng, 6.978747 
55,IPLSng,CHINng, 66.657085 
56,IPLSng,DNVRng, 8.888979 
57,IPLSng,HSTNng, 25.541045 
58,IPLSng,KSCYng, 9.444656 
59,IPLSng,LOSAng, 11.716733 
60,IPLSng,NYCMng, 16.895501 
61,IPLSng,SNVAng, 2.322456 
62,IPLSng,STTLng, 20.132091 
63,IPLSng,WASHng, 11.641765 
64,KSCYng,ATLAM5, 0.047237 
65,KSCYng,ATLAng, 4.589600 
66,KSCYng,CHINng, 14.537728 
67,KSCYng,DNVRng, 8.623592 
68,KSCYng,HSTNng, 5.089003 
69,KSCYng,IPLSng, 11.915245 
70,KSCYng,LOSAng, 4.567203 
71,KSCYng,NYCMng, 1.937016 
72,KSCYng,SNVAng, 3.821677 
73,KSCYng,STTLng, 3.821021 
74,KSCYng,WASHng, 13.158656 
75,LOSAng,ATLAM5, 0.565731 
76,LOSAng,ATLAng, 23.123821 
77,LOSAng,CHINng, 72.558821 
78,LOSAng,DNVRng, 16.355451 
79,LOSAng,HSTNng, 13.697845 
80,LOSAng,IPLSng, 20.958749 
81,LOSAng,KSCYng, 2.808117 
82,LOSAng,NYCMng, 66.258864 
83,LOSAng,SNVAng, 33.028603 
84,LOSAng,STTLng, 22.514125 
85,LOSAng,WASHng, 27.088712 
86,NYCMng,ATLAM5, 0.658392 
87,NYCMng,ATLAng, 29.565736 
88,NYCMng,CHINng, 63.027347 
89,NYCMng,DNVRng, 30.198304 
90,NYCMng,HSTNng, 5.799851 
91,NYCMng,IPLSng, 22.109269 
92,NYCMng,KSCYng, 14.763605 
93,NYCMng,LOSAng, 68.588245 
94,NYCMng,SNVAng, 2.335712 
95,NYCMng,STTLng, 27.332931 
96,NYCMng,WASHng, 60.786176 
97,SNVAng,ATLAng, 0.071637 
98,SNVAng,CHINng, 0.026667 
99,SNVAng,DNVRng, 4.358296 
100,SNVAng,IPLSng, 0.241016 
101,SNVAng,KSCYng, 0.026667 
102,SNVAng,LOSAng, 39.320077 
103,SNVAng,NYCMng, 0.257888 
104,SNVAng,STTLng, 37.040189 
105,SNVAng,WASHng, 0.081333 
106,STTLng,ATLAM5, 0.219019 
107,STTLng,ATLAng, 9.882115 
108,STTLng,CHINng, 38.730437 
109,STTLng,DNVRng, 3.747152 
110,STTLng,HSTNng, 2.189832 
111,STTLng,IPLSng, 7.816379 
112,STTLng,KSCYng, 1.253725 
113,STTLng,LOSAng, 13.695979 
114,STTLng,NYCMng, 15.588072 
115,STTLng,SNVAng, 4.262536 
116,STTLng,WASHng, 38.510485 
117,WASHng,ATLAM5, 0.330861 
118,WASHng,ATLAng, 81.107475 
119,WASHng,CHINng, 83.263635 
120,WASHng,DNVRng, 70.132403 
121,WASHng,HSTNng, 34.824016 
122,WASHng,IPLSng, 46.011187 
123,WASHng,KSCYng, 12.864675 
124,WASHng,LOSAng, 71.517483 
125,WASHng,NYCMng, 176.251565 
126,WASHng,SNVAng, 6.944160 
127,WASHng,STTLng, 34.476992 
