,source,destion,20040907-1425
0,ATLAM5,ATLAng, 0.414515 
1,ATLAM5,CHINng, 0.713419 
2,ATLAM5,DNVRng, 0.106667 
3,ATLAM5,HSTNng, 0.217589 
4,ATLAM5,IPLSng, 1.218488 
5,ATLAM5,KSCYng, 0.324904 
6,ATLAM5,NYCMng, 0.218408 
7,ATLAM5,STTLng, 1.289163 
8,ATLAM5,WASHng, 0.624728 
9,ATLAng,ATLAM5, 0.506979 
10,ATLAng,CHINng, 21.549285 
11,ATLAng,DNVRng, 6.870203 
12,ATLAng,HSTNng, 4.421451 
13,ATLAng,IPLSng, 15.240203 
14,ATLAng,KSCYng, 4.415363 
15,ATLAng,LOSAng, 14.440544 
16,ATLAng,NYCMng, 25.452861 
17,ATLAng,SNVAng, 0.467328 
18,ATLAng,STTLng, 23.491421 
19,ATLAng,WASHng, 90.204051 
20,CHINng,ATLAM5, 2.580771 
21,CHINng,ATLAng, 28.513869 
22,CHINng,DNVRng, 17.008205 
23,CHINng,HSTNng, 14.816608 
24,CHINng,IPLSng, 82.079669 
25,CHINng,KSCYng, 17.968957 
26,CHINng,LOSAng, 142.009317 
27,CHINng,NYCMng, 19.940637 
28,CHINng,SNVAng, 3.877248 
29,CHINng,STTLng, 41.169349 
30,CHINng,WASHng, 65.478075 
31,DNVRng,ATLAM5, 0.334661 
32,DNVRng,ATLAng, 8.889355 
33,DNVRng,CHINng, 100.763635 
34,DNVRng,HSTNng, 19.491315 
35,DNVRng,IPLSng, 17.711931 
36,DNVRng,KSCYng, 22.354037 
37,DNVRng,LOSAng, 7.152936 
38,DNVRng,NYCMng, 24.188365 
39,DNVRng,SNVAng, 13.678045 
40,DNVRng,STTLng, 21.843960 
41,DNVRng,WASHng, 39.376251 
42,HSTNng,ATLAM5, 3.997901 
43,HSTNng,ATLAng, 4.349552 
44,HSTNng,CHINng, 24.255053 
45,HSTNng,DNVRng, 1.247547 
46,HSTNng,IPLSng, 9.982021 
47,HSTNng,KSCYng, 9.741816 
48,HSTNng,LOSAng, 2.083627 
49,HSTNng,NYCMng, 4.771765 
50,HSTNng,SNVAng, 0.205693 
51,HSTNng,STTLng, 15.808965 
52,HSTNng,WASHng, 10.784800 
53,IPLSng,ATLAM5, 0.730120 
54,IPLSng,ATLAng, 14.964397 
55,IPLSng,CHINng, 86.987883 
56,IPLSng,DNVRng, 6.398312 
57,IPLSng,HSTNng, 4.388587 
58,IPLSng,KSCYng, 7.898533 
59,IPLSng,LOSAng, 10.319664 
60,IPLSng,NYCMng, 24.031771 
61,IPLSng,SNVAng, 1.864056 
62,IPLSng,STTLng, 40.697352 
63,IPLSng,WASHng, 31.861931 
64,KSCYng,ATLAM5, 0.347552 
65,KSCYng,ATLAng, 5.175536 
66,KSCYng,CHINng, 33.393224 
67,KSCYng,DNVRng, 10.514245 
68,KSCYng,HSTNng, 3.798989 
69,KSCYng,IPLSng, 32.830379 
70,KSCYng,LOSAng, 4.423560 
71,KSCYng,NYCMng, 10.593755 
72,KSCYng,SNVAng, 2.428077 
73,KSCYng,STTLng, 17.694104 
74,KSCYng,WASHng, 15.567779 
75,LOSAng,ATLAM5, 0.161176 
76,LOSAng,ATLAng, 15.080315 
77,LOSAng,CHINng, 141.237555 
78,LOSAng,DNVRng, 7.659979 
79,LOSAng,HSTNng, 11.567261 
80,LOSAng,IPLSng, 30.915323 
81,LOSAng,KSCYng, 12.869179 
82,LOSAng,NYCMng, 50.222301 
83,LOSAng,SNVAng, 18.343515 
84,LOSAng,STTLng, 53.589109 
85,LOSAng,WASHng, 88.118168 
86,NYCMng,ATLAM5, 1.174176 
87,NYCMng,ATLAng, 32.202605 
88,NYCMng,CHINng, 45.882253 
89,NYCMng,DNVRng, 20.316728 
90,NYCMng,HSTNng, 20.374488 
91,NYCMng,IPLSng, 47.917147 
92,NYCMng,KSCYng, 18.492067 
93,NYCMng,LOSAng, 67.639627 
94,NYCMng,SNVAng, 3.343520 
95,NYCMng,STTLng, 29.632525 
96,NYCMng,WASHng, 109.723477 
97,SNVAng,ATLAng, 0.053333 
98,SNVAng,CHINng, 0.192069 
99,SNVAng,DNVRng, 23.060264 
100,SNVAng,HSTNng, 0.137157 
101,SNVAng,IPLSng, 0.624981 
102,SNVAng,KSCYng, 0.080000 
103,SNVAng,LOSAng, 11.430227 
104,SNVAng,NYCMng, 0.181867 
105,SNVAng,STTLng, 27.641376 
106,SNVAng,WASHng, 0.080000 
107,STTLng,ATLAM5, 10.056589 
108,STTLng,ATLAng, 127.691048 
109,STTLng,CHINng, 313.800027 
110,STTLng,DNVRng, 124.240371 
111,STTLng,HSTNng, 92.920256 
112,STTLng,IPLSng, 265.691981 
113,STTLng,KSCYng, 180.072141 
114,STTLng,LOSAng, 24.603149 
115,STTLng,NYCMng, 59.617488 
116,STTLng,SNVAng, 12.399227 
117,STTLng,WASHng, 237.293272 
118,WASHng,ATLAM5, 3.807536 
119,WASHng,ATLAng, 109.397627 
120,WASHng,CHINng, 64.344616 
121,WASHng,DNVRng, 82.909757 
122,WASHng,HSTNng, 44.831203 
123,WASHng,IPLSng, 64.648645 
124,WASHng,KSCYng, 24.168661 
125,WASHng,LOSAng, 113.599248 
126,WASHng,NYCMng, 234.742389 
127,WASHng,SNVAng, 1.901792 
128,WASHng,STTLng, 54.567435 
