,source,destion,20040815-0250
0,ATLAM5,CHINng, 0.091587 
1,ATLAM5,DNVRng, 0.026667 
2,ATLAM5,HSTNng, 0.104771 
3,ATLAM5,LOSAng, 0.053333 
4,ATLAM5,NYCMng, 1.048635 
5,ATLAM5,SNVAng, 0.026667 
6,ATLAM5,STTLng, 0.105493 
7,ATLAM5,WASHng, 0.646480 
8,ATLAng,ATLAM5, 0.086299 
9,ATLAng,CHINng, 5.624973 
10,ATLAng,DNVRng, 5.388917 
11,ATLAng,HSTNng, 18.344000 
12,ATLAng,IPLSng, 13.506872 
13,ATLAng,KSCYng, 0.714285 
14,ATLAng,LOSAng, 24.677411 
15,ATLAng,NYCMng, 4.618027 
16,ATLAng,SNVAng, 0.248400 
17,ATLAng,STTLng, 3.219309 
18,ATLAng,WASHng, 22.732843 
19,CHINng,ATLAM5, 0.143547 
20,CHINng,ATLAng, 20.357267 
21,CHINng,DNVRng, 3.867576 
22,CHINng,HSTNng, 31.052347 
23,CHINng,IPLSng, 24.562536 
24,CHINng,KSCYng, 8.266339 
25,CHINng,LOSAng, 29.356789 
26,CHINng,NYCMng, 11.750587 
27,CHINng,SNVAng, 0.436944 
28,CHINng,STTLng, 4.555632 
29,CHINng,WASHng, 13.145613 
30,DNVRng,ATLAM5, 0.121920 
31,DNVRng,ATLAng, 6.197229 
32,DNVRng,CHINng, 40.035904 
33,DNVRng,HSTNng, 26.823077 
34,DNVRng,IPLSng, 25.961707 
35,DNVRng,KSCYng, 27.885277 
36,DNVRng,LOSAng, 6.398493 
37,DNVRng,NYCMng, 12.860288 
38,DNVRng,SNVAng, 11.538859 
39,DNVRng,STTLng, 19.227227 
40,DNVRng,WASHng, 46.432309 
41,HSTNng,ATLAM5, 3.233648 
42,HSTNng,ATLAng, 1.249480 
43,HSTNng,CHINng, 9.734773 
44,HSTNng,DNVRng, 1.175971 
45,HSTNng,IPLSng, 0.972976 
46,HSTNng,KSCYng, 2.505533 
47,HSTNng,LOSAng, 8.362427 
48,HSTNng,NYCMng, 2.506925 
49,HSTNng,SNVAng, 0.026667 
50,HSTNng,STTLng, 0.422587 
51,HSTNng,WASHng, 3.305480 
52,IPLSng,ATLAM5, 0.362645 
53,IPLSng,ATLAng, 7.691171 
54,IPLSng,CHINng, 39.788840 
55,IPLSng,DNVRng, 5.147917 
56,IPLSng,HSTNng, 10.800163 
57,IPLSng,KSCYng, 3.880381 
58,IPLSng,LOSAng, 7.681139 
59,IPLSng,NYCMng, 10.728741 
60,IPLSng,SNVAng, 2.199395 
61,IPLSng,STTLng, 7.230269 
62,IPLSng,WASHng, 16.447787 
63,KSCYng,ATLAng, 3.006821 
64,KSCYng,CHINng, 6.470520 
65,KSCYng,DNVRng, 6.543480 
66,KSCYng,HSTNng, 3.146840 
67,KSCYng,IPLSng, 17.503533 
68,KSCYng,LOSAng, 3.651085 
69,KSCYng,NYCMng, 1.192664 
70,KSCYng,SNVAng, 2.833853 
71,KSCYng,STTLng, 3.136219 
72,KSCYng,WASHng, 8.838029 
73,LOSAng,ATLAM5, 0.030656 
74,LOSAng,ATLAng, 51.418928 
75,LOSAng,CHINng, 58.947211 
76,LOSAng,DNVRng, 11.202043 
77,LOSAng,HSTNng, 2.293965 
78,LOSAng,IPLSng, 11.709320 
79,LOSAng,KSCYng, 11.625507 
80,LOSAng,NYCMng, 24.486083 
81,LOSAng,SNVAng, 22.831400 
82,LOSAng,STTLng, 17.345099 
83,LOSAng,WASHng, 59.786083 
84,NYCMng,ATLAM5, 1.271131 
85,NYCMng,ATLAng, 27.219595 
86,NYCMng,CHINng, 10.732981 
87,NYCMng,DNVRng, 23.231832 
88,NYCMng,HSTNng, 7.158059 
89,NYCMng,IPLSng, 15.330600 
90,NYCMng,KSCYng, 8.040349 
91,NYCMng,LOSAng, 64.289389 
92,NYCMng,SNVAng, 1.115256 
93,NYCMng,STTLng, 14.363445 
94,NYCMng,WASHng, 33.995832 
95,SNVAng,ATLAng, 0.325531 
96,SNVAng,DNVRng, 0.807928 
97,SNVAng,IPLSng, 0.107064 
98,SNVAng,KSCYng, 0.080000 
99,SNVAng,LOSAng, 32.726819 
100,SNVAng,STTLng, 36.056485 
101,STTLng,ATLAM5, 5.745920 
102,STTLng,ATLAng, 6.301059 
103,STTLng,CHINng, 9.470229 
104,STTLng,DNVRng, 1.912147 
105,STTLng,HSTNng, 1.236555 
106,STTLng,IPLSng, 2.232315 
107,STTLng,KSCYng, 1.807477 
108,STTLng,LOSAng, 9.992571 
109,STTLng,NYCMng, 4.759083 
110,STTLng,SNVAng, 5.666363 
111,STTLng,WASHng, 3.296421 
112,WASHng,ATLAM5, 1.016912 
113,WASHng,ATLAng, 99.523720 
114,WASHng,CHINng, 84.697363 
115,WASHng,DNVRng, 54.153195 
116,WASHng,HSTNng, 18.123424 
117,WASHng,IPLSng, 55.915259 
118,WASHng,KSCYng, 4.152488 
119,WASHng,LOSAng, 99.091136 
120,WASHng,NYCMng, 128.565949 
121,WASHng,SNVAng, 1.593824 
122,WASHng,STTLng, 23.561475 
