,source,destion,20040601-0240
0,ATLAM5,ATLAng, 0.026667 
1,ATLAM5,CHINng, 0.421627 
2,ATLAM5,DNVRng, 0.026667 
3,ATLAM5,HSTNng, 0.104992 
4,ATLAM5,IPLSng, 0.176307 
5,ATLAM5,KSCYng, 0.060067 
6,ATLAM5,LOSAng, 0.389563 
7,ATLAM5,NYCMng, 0.027941 
8,ATLAM5,SNVAng, 0.013333 
9,ATLAM5,STTLng, 0.026667 
10,ATLAM5,WASHng, 0.225056 
11,ATLAng,ATLAM5, 0.092968 
12,ATLAng,CHINng, 11.285515 
13,ATLAng,DNVRng, 4.782384 
14,ATLAng,HSTNng, 1.373819 
15,ATLAng,IPLSng, 13.891848 
16,ATLAng,KSCYng, 0.707011 
17,ATLAng,LOSAng, 28.922133 
18,ATLAng,NYCMng, 5.053869 
19,ATLAng,SNVAng, 0.072028 
20,ATLAng,STTLng, 7.874528 
21,ATLAng,WASHng, 28.808560 
22,CHINng,ATLAM5, 1.840333 
23,CHINng,ATLAng, 19.872592 
24,CHINng,DNVRng, 15.004208 
25,CHINng,HSTNng, 9.639896 
26,CHINng,IPLSng, 42.724917 
27,CHINng,KSCYng, 6.451752 
28,CHINng,LOSAng, 52.750680 
29,CHINng,NYCMng, 7.399557 
30,CHINng,SNVAng, 0.538467 
31,CHINng,STTLng, 11.906557 
32,CHINng,WASHng, 27.833928 
33,DNVRng,ATLAM5, 0.096960 
34,DNVRng,ATLAng, 3.264424 
35,DNVRng,CHINng, 41.752968 
36,DNVRng,HSTNng, 25.496520 
37,DNVRng,IPLSng, 27.148576 
38,DNVRng,KSCYng, 24.747021 
39,DNVRng,LOSAng, 32.134272 
40,DNVRng,NYCMng, 10.064971 
41,DNVRng,SNVAng, 8.925045 
42,DNVRng,STTLng, 20.198248 
43,DNVRng,WASHng, 29.137261 
44,HSTNng,ATLAM5, 3.216891 
45,HSTNng,ATLAng, 14.670691 
46,HSTNng,CHINng, 8.348349 
47,HSTNng,DNVRng, 2.078099 
48,HSTNng,IPLSng, 0.917648 
49,HSTNng,KSCYng, 0.729920 
50,HSTNng,LOSAng, 6.697821 
51,HSTNng,NYCMng, 2.006861 
52,HSTNng,STTLng, 2.822027 
53,HSTNng,WASHng, 2.585083 
54,IPLSng,ATLAM5, 0.070880 
55,IPLSng,ATLAng, 9.054608 
56,IPLSng,CHINng, 66.232509 
57,IPLSng,DNVRng, 4.126845 
58,IPLSng,HSTNng, 3.070733 
59,IPLSng,KSCYng, 1.465533 
60,IPLSng,LOSAng, 49.030757 
61,IPLSng,NYCMng, 33.796384 
62,IPLSng,SNVAng, 0.260080 
63,IPLSng,STTLng, 12.022245 
64,IPLSng,WASHng, 11.676427 
65,KSCYng,ATLAM5, 0.577747 
66,KSCYng,ATLAng, 1.520963 
67,KSCYng,CHINng, 17.869885 
68,KSCYng,DNVRng, 13.587693 
69,KSCYng,HSTNng, 4.320533 
70,KSCYng,IPLSng, 9.664085 
71,KSCYng,LOSAng, 8.075069 
72,KSCYng,NYCMng, 0.963763 
73,KSCYng,SNVAng, 0.661285 
74,KSCYng,STTLng, 1.255669 
75,KSCYng,WASHng, 10.934309 
76,LOSAng,ATLAM5, 1.320581 
77,LOSAng,ATLAng, 29.769067 
78,LOSAng,CHINng, 88.778648 
79,LOSAng,DNVRng, 8.650427 
80,LOSAng,HSTNng, 7.925115 
81,LOSAng,IPLSng, 32.338728 
82,LOSAng,KSCYng, 2.814549 
83,LOSAng,NYCMng, 70.066664 
84,LOSAng,SNVAng, 9.620603 
85,LOSAng,STTLng, 41.502136 
86,LOSAng,WASHng, 122.025984 
87,NYCMng,ATLAM5, 0.139523 
88,NYCMng,ATLAng, 35.997421 
89,NYCMng,CHINng, 35.375515 
90,NYCMng,DNVRng, 25.833949 
91,NYCMng,HSTNng, 7.116907 
92,NYCMng,IPLSng, 26.129387 
93,NYCMng,KSCYng, 5.755248 
94,NYCMng,LOSAng, 80.670264 
95,NYCMng,SNVAng, 4.246976 
96,NYCMng,STTLng, 24.410195 
97,NYCMng,WASHng, 64.109011 
98,SNVAng,ATLAng, 0.080000 
99,SNVAng,CHINng, 0.133333 
100,SNVAng,DNVRng, 4.849163 
101,SNVAng,HSTNng, 0.381155 
102,SNVAng,IPLSng, 5.727395 
103,SNVAng,KSCYng, 0.108507 
104,SNVAng,LOSAng, 34.559941 
105,SNVAng,NYCMng, 0.611333 
106,SNVAng,STTLng, 27.278171 
107,STTLng,ATLAM5, 0.118680 
108,STTLng,ATLAng, 8.674797 
109,STTLng,CHINng, 15.656387 
110,STTLng,DNVRng, 2.788088 
111,STTLng,HSTNng, 1.905331 
112,STTLng,IPLSng, 7.588845 
113,STTLng,KSCYng, 1.878979 
114,STTLng,LOSAng, 39.985867 
115,STTLng,NYCMng, 9.628261 
116,STTLng,SNVAng, 4.630744 
117,STTLng,WASHng, 10.534827 
118,WASHng,ATLAM5, 0.027048 
119,WASHng,ATLAng, 82.768371 
120,WASHng,CHINng, 77.006739 
121,WASHng,DNVRng, 42.788043 
122,WASHng,HSTNng, 10.985221 
123,WASHng,IPLSng, 44.189003 
124,WASHng,KSCYng, 8.832107 
125,WASHng,LOSAng, 112.372243 
126,WASHng,NYCMng, 185.994360 
127,WASHng,SNVAng, 0.232149 
128,WASHng,STTLng, 32.945104 
