,source,destion,20040607-1840
0,ATLAM5,ATLAng, 1.898253 
1,ATLAM5,CHINng, 0.109019 
2,ATLAM5,HSTNng, 0.026667 
3,ATLAM5,IPLSng, 0.255645 
4,ATLAM5,KSCYng, 0.192597 
5,ATLAM5,LOSAng, 0.547728 
6,ATLAM5,NYCMng, 1.785624 
7,ATLAM5,SNVAng, 0.035317 
8,ATLAM5,STTLng, 0.280205 
9,ATLAM5,WASHng, 0.792453 
10,ATLAng,ATLAM5, 0.565413 
11,ATLAng,CHINng, 25.725477 
12,ATLAng,DNVRng, 5.650901 
13,ATLAng,HSTNng, 4.586088 
14,ATLAng,IPLSng, 26.386797 
15,ATLAng,KSCYng, 3.238709 
16,ATLAng,LOSAng, 15.302007 
17,ATLAng,NYCMng, 6.941307 
18,ATLAng,SNVAng, 0.747108 
19,ATLAng,STTLng, 7.877357 
20,ATLAng,WASHng, 55.746491 
21,CHINng,ATLAM5, 0.133333 
22,CHINng,ATLAng, 34.471843 
23,CHINng,DNVRng, 17.643387 
24,CHINng,HSTNng, 8.312560 
25,CHINng,IPLSng, 70.350597 
26,CHINng,KSCYng, 11.646587 
27,CHINng,LOSAng, 64.786365 
28,CHINng,NYCMng, 31.209504 
29,CHINng,SNVAng, 1.175189 
30,CHINng,STTLng, 8.002659 
31,CHINng,WASHng, 40.476219 
32,DNVRng,ATLAM5, 0.191957 
33,DNVRng,ATLAng, 9.345675 
34,DNVRng,CHINng, 55.390003 
35,DNVRng,HSTNng, 15.649288 
36,DNVRng,IPLSng, 31.916488 
37,DNVRng,KSCYng, 29.320795 
38,DNVRng,LOSAng, 26.789016 
39,DNVRng,NYCMng, 40.211344 
40,DNVRng,SNVAng, 6.150832 
41,DNVRng,STTLng, 22.562080 
42,DNVRng,WASHng, 45.169131 
43,HSTNng,ATLAM5, 0.320787 
44,HSTNng,ATLAng, 7.861488 
45,HSTNng,CHINng, 23.182941 
46,HSTNng,DNVRng, 2.457779 
47,HSTNng,IPLSng, 7.876229 
48,HSTNng,KSCYng, 2.252901 
49,HSTNng,LOSAng, 6.764613 
50,HSTNng,NYCMng, 4.104864 
51,HSTNng,SNVAng, 0.158056 
52,HSTNng,STTLng, 2.258200 
53,HSTNng,WASHng, 11.261643 
54,IPLSng,ATLAM5, 0.230635 
55,IPLSng,ATLAng, 40.763933 
56,IPLSng,CHINng, 98.570733 
57,IPLSng,DNVRng, 13.641304 
58,IPLSng,HSTNng, 7.317731 
59,IPLSng,KSCYng, 9.130149 
60,IPLSng,LOSAng, 75.687045 
61,IPLSng,NYCMng, 20.937312 
62,IPLSng,SNVAng, 3.988096 
63,IPLSng,STTLng, 25.502829 
64,IPLSng,WASHng, 27.377016 
65,KSCYng,ATLAM5, 0.414307 
66,KSCYng,ATLAng, 4.620968 
67,KSCYng,CHINng, 27.900432 
68,KSCYng,DNVRng, 15.629221 
69,KSCYng,HSTNng, 6.035237 
70,KSCYng,IPLSng, 11.602224 
71,KSCYng,LOSAng, 5.476381 
72,KSCYng,NYCMng, 8.328547 
73,KSCYng,SNVAng, 1.653416 
74,KSCYng,STTLng, 4.113987 
75,KSCYng,WASHng, 11.597848 
76,LOSAng,ATLAM5, 4.175355 
77,LOSAng,ATLAng, 41.104488 
78,LOSAng,CHINng, 128.767264 
79,LOSAng,DNVRng, 14.969077 
80,LOSAng,HSTNng, 38.170053 
81,LOSAng,IPLSng, 81.207952 
82,LOSAng,KSCYng, 12.343824 
83,LOSAng,NYCMng, 63.790640 
84,LOSAng,SNVAng, 24.432589 
85,LOSAng,STTLng, 53.142800 
86,LOSAng,WASHng, 111.086515 
87,NYCMng,ATLAM5, 2.806501 
88,NYCMng,ATLAng, 43.634581 
89,NYCMng,CHINng, 60.826709 
90,NYCMng,DNVRng, 42.087581 
91,NYCMng,HSTNng, 11.873619 
92,NYCMng,IPLSng, 56.144165 
93,NYCMng,KSCYng, 13.459685 
94,NYCMng,LOSAng, 83.674768 
95,NYCMng,SNVAng, 5.335280 
96,NYCMng,STTLng, 39.849800 
97,NYCMng,WASHng, 113.034805 
98,SNVAng,ATLAng, 7.959112 
99,SNVAng,CHINng, 1.372080 
100,SNVAng,DNVRng, 7.630963 
101,SNVAng,HSTNng, 0.737677 
102,SNVAng,IPLSng, 6.305387 
103,SNVAng,KSCYng, 0.053333 
104,SNVAng,LOSAng, 53.370104 
105,SNVAng,NYCMng, 0.533269 
106,SNVAng,STTLng, 46.985715 
107,SNVAng,WASHng, 0.455461 
108,STTLng,ATLAM5, 0.227688 
109,STTLng,ATLAng, 18.676912 
110,STTLng,CHINng, 37.547067 
111,STTLng,DNVRng, 5.094283 
112,STTLng,HSTNng, 3.332432 
113,STTLng,IPLSng, 27.409259 
114,STTLng,KSCYng, 5.289704 
115,STTLng,LOSAng, 30.678227 
116,STTLng,NYCMng, 18.096075 
117,STTLng,SNVAng, 6.416451 
118,STTLng,WASHng, 16.210456 
119,WASHng,ATLAM5, 1.881597 
120,WASHng,ATLAng, 122.433549 
121,WASHng,CHINng, 110.476784 
122,WASHng,DNVRng, 92.848933 
123,WASHng,HSTNng, 52.353240 
124,WASHng,IPLSng, 76.412885 
125,WASHng,KSCYng, 26.333080 
126,WASHng,LOSAng, 161.355485 
127,WASHng,NYCMng, 202.627371 
128,WASHng,SNVAng, 3.748219 
129,WASHng,STTLng, 31.371864 
