,source,destion,20040625-1010
0,ATLAM5,ATLAng, 0.026667 
1,ATLAM5,CHINng, 0.944931 
2,ATLAM5,HSTNng, 0.026667 
3,ATLAM5,IPLSng, 0.053333 
4,ATLAM5,KSCYng, 0.026667 
5,ATLAM5,LOSAng, 0.180112 
6,ATLAM5,NYCMng, 0.407264 
7,ATLAM5,STTLng, 0.079355 
8,ATLAM5,WASHng, 0.856707 
9,ATLAng,ATLAM5, 0.118240 
10,ATLAng,CHINng, 3.012272 
11,ATLAng,DNVRng, 2.928875 
12,ATLAng,HSTNng, 5.790997 
13,ATLAng,IPLSng, 14.772035 
14,ATLAng,KSCYng, 1.212016 
15,ATLAng,LOSAng, 20.438800 
16,ATLAng,NYCMng, 8.261405 
17,ATLAng,SNVAng, 0.095213 
18,ATLAng,STTLng, 2.807413 
19,ATLAng,WASHng, 36.390547 
20,CHINng,ATLAM5, 0.312717 
21,CHINng,ATLAng, 8.782923 
22,CHINng,DNVRng, 15.757213 
23,CHINng,HSTNng, 3.770675 
24,CHINng,IPLSng, 23.058312 
25,CHINng,KSCYng, 3.902155 
26,CHINng,LOSAng, 86.688443 
27,CHINng,NYCMng, 4.047328 
28,CHINng,SNVAng, 0.722477 
29,CHINng,STTLng, 13.910091 
30,CHINng,WASHng, 14.728395 
31,DNVRng,ATLAM5, 0.060960 
32,DNVRng,ATLAng, 1.502803 
33,DNVRng,CHINng, 54.318152 
34,DNVRng,HSTNng, 22.424019 
35,DNVRng,IPLSng, 24.327568 
36,DNVRng,KSCYng, 26.485736 
37,DNVRng,LOSAng, 14.616811 
38,DNVRng,NYCMng, 11.156699 
39,DNVRng,SNVAng, 13.594549 
40,DNVRng,STTLng, 26.378101 
41,DNVRng,WASHng, 51.631627 
42,HSTNng,ATLAM5, 0.209685 
43,HSTNng,ATLAng, 1.653192 
44,HSTNng,CHINng, 16.778632 
45,HSTNng,DNVRng, 1.043507 
46,HSTNng,IPLSng, 0.739352 
47,HSTNng,KSCYng, 0.817731 
48,HSTNng,LOSAng, 4.419453 
49,HSTNng,NYCMng, 4.055701 
50,HSTNng,SNVAng, 0.053333 
51,HSTNng,STTLng, 1.224235 
52,HSTNng,WASHng, 2.046077 
53,IPLSng,ATLAM5, 0.031181 
54,IPLSng,ATLAng, 11.448925 
55,IPLSng,CHINng, 67.584237 
56,IPLSng,DNVRng, 10.487389 
57,IPLSng,HSTNng, 1.071157 
58,IPLSng,KSCYng, 3.703904 
59,IPLSng,LOSAng, 13.226989 
60,IPLSng,NYCMng, 12.073725 
61,IPLSng,SNVAng, 0.427728 
62,IPLSng,STTLng, 6.857280 
63,IPLSng,WASHng, 14.290171 
64,KSCYng,ATLAM5, 0.026667 
65,KSCYng,ATLAng, 0.950107 
66,KSCYng,CHINng, 29.213768 
67,KSCYng,DNVRng, 13.183261 
68,KSCYng,HSTNng, 4.799589 
69,KSCYng,IPLSng, 9.695011 
70,KSCYng,LOSAng, 4.455387 
71,KSCYng,NYCMng, 1.235704 
72,KSCYng,SNVAng, 1.918240 
73,KSCYng,STTLng, 3.557419 
74,KSCYng,WASHng, 5.586901 
75,LOSAng,ATLAM5, 0.233221 
76,LOSAng,ATLAng, 14.298043 
77,LOSAng,CHINng, 101.179181 
78,LOSAng,DNVRng, 5.815064 
79,LOSAng,HSTNng, 15.449176 
80,LOSAng,IPLSng, 8.210784 
81,LOSAng,KSCYng, 6.134285 
82,LOSAng,NYCMng, 29.214653 
83,LOSAng,SNVAng, 10.949645 
84,LOSAng,STTLng, 30.129744 
85,LOSAng,WASHng, 81.743293 
86,NYCMng,ATLAM5, 0.474901 
87,NYCMng,ATLAng, 11.705400 
88,NYCMng,CHINng, 11.900173 
89,NYCMng,DNVRng, 23.210544 
90,NYCMng,HSTNng, 5.877469 
91,NYCMng,IPLSng, 14.612024 
92,NYCMng,KSCYng, 7.254533 
93,NYCMng,LOSAng, 52.618584 
94,NYCMng,SNVAng, 0.613283 
95,NYCMng,STTLng, 43.571203 
96,NYCMng,WASHng, 37.940096 
97,SNVAng,ATLAng, 0.057365 
98,SNVAng,CHINng, 0.256048 
99,SNVAng,DNVRng, 9.122955 
100,SNVAng,HSTNng, 0.246549 
101,SNVAng,IPLSng, 0.979099 
102,SNVAng,LOSAng, 36.520699 
103,SNVAng,NYCMng, 0.486579 
104,SNVAng,STTLng, 26.750944 
105,STTLng,ATLAng, 5.610717 
106,STTLng,CHINng, 20.402653 
107,STTLng,DNVRng, 1.150776 
108,STTLng,HSTNng, 0.600619 
109,STTLng,IPLSng, 3.234011 
110,STTLng,KSCYng, 1.849301 
111,STTLng,LOSAng, 34.821504 
112,STTLng,NYCMng, 7.131989 
113,STTLng,SNVAng, 2.757864 
114,STTLng,WASHng, 3.694541 
115,WASHng,ATLAM5, 0.208901 
116,WASHng,ATLAng, 68.567621 
117,WASHng,CHINng, 51.814861 
118,WASHng,DNVRng, 47.169008 
119,WASHng,HSTNng, 20.383195 
120,WASHng,IPLSng, 47.750163 
121,WASHng,KSCYng, 10.330227 
122,WASHng,LOSAng, 123.270024 
123,WASHng,NYCMng, 138.200088 
124,WASHng,SNVAng, 2.735813 
125,WASHng,STTLng, 44.205163 
