,source,destion,20040806-2115
0,ATLAM5,ATLAng, 0.259755 
1,ATLAM5,CHINng, 0.084357 
2,ATLAM5,DNVRng, 0.040704 
3,ATLAM5,HSTNng, 0.252936 
4,ATLAM5,IPLSng, 0.464659 
5,ATLAM5,LOSAng, 0.110464 
6,ATLAM5,NYCMng, 0.440557 
7,ATLAM5,STTLng, 0.038720 
8,ATLAM5,WASHng, 0.591240 
9,ATLAng,ATLAM5, 5.215891 
10,ATLAng,CHINng, 11.254835 
11,ATLAng,DNVRng, 2.968493 
12,ATLAng,HSTNng, 15.639243 
13,ATLAng,IPLSng, 14.110517 
14,ATLAng,KSCYng, 2.828565 
15,ATLAng,LOSAng, 16.823373 
16,ATLAng,NYCMng, 5.298304 
17,ATLAng,SNVAng, 0.396853 
18,ATLAng,STTLng, 4.945541 
19,ATLAng,WASHng, 24.078120 
20,CHINng,ATLAM5, 0.143280 
21,CHINng,ATLAng, 30.853816 
22,CHINng,DNVRng, 23.701349 
23,CHINng,HSTNng, 11.228088 
24,CHINng,IPLSng, 30.921768 
25,CHINng,KSCYng, 7.580715 
26,CHINng,LOSAng, 34.972243 
27,CHINng,NYCMng, 15.127357 
28,CHINng,SNVAng, 1.467637 
29,CHINng,STTLng, 5.013000 
30,CHINng,WASHng, 21.585827 
31,DNVRng,ATLAM5, 0.330101 
32,DNVRng,ATLAng, 9.690109 
33,DNVRng,CHINng, 64.551256 
34,DNVRng,HSTNng, 19.429317 
35,DNVRng,IPLSng, 26.043512 
36,DNVRng,KSCYng, 11.755931 
37,DNVRng,LOSAng, 17.795045 
38,DNVRng,NYCMng, 13.390827 
39,DNVRng,SNVAng, 12.215288 
40,DNVRng,STTLng, 18.286840 
41,DNVRng,WASHng, 46.518976 
42,HSTNng,ATLAM5, 0.356749 
43,HSTNng,ATLAng, 12.502445 
44,HSTNng,CHINng, 9.266981 
45,HSTNng,DNVRng, 2.508968 
46,HSTNng,IPLSng, 7.206208 
47,HSTNng,KSCYng, 1.681896 
48,HSTNng,LOSAng, 12.325277 
49,HSTNng,NYCMng, 1.649765 
50,HSTNng,SNVAng, 0.410768 
51,HSTNng,STTLng, 2.286400 
52,HSTNng,WASHng, 3.346683 
53,IPLSng,ATLAM5, 0.198253 
54,IPLSng,ATLAng, 20.884424 
55,IPLSng,CHINng, 69.251013 
56,IPLSng,DNVRng, 12.632131 
57,IPLSng,HSTNng, 10.897795 
58,IPLSng,KSCYng, 5.121475 
59,IPLSng,LOSAng, 19.358131 
60,IPLSng,NYCMng, 31.755299 
61,IPLSng,SNVAng, 1.386899 
62,IPLSng,STTLng, 13.218976 
63,IPLSng,WASHng, 40.654339 
64,KSCYng,ATLAM5, 0.100685 
65,KSCYng,ATLAng, 2.781259 
66,KSCYng,CHINng, 19.495243 
67,KSCYng,DNVRng, 5.097645 
68,KSCYng,HSTNng, 6.607251 
69,KSCYng,IPLSng, 11.297469 
70,KSCYng,LOSAng, 9.760691 
71,KSCYng,NYCMng, 5.507664 
72,KSCYng,SNVAng, 2.310219 
73,KSCYng,STTLng, 3.176221 
74,KSCYng,WASHng, 11.297821 
75,LOSAng,ATLAM5, 0.191469 
76,LOSAng,ATLAng, 23.954611 
77,LOSAng,CHINng, 70.583744 
78,LOSAng,DNVRng, 15.998112 
79,LOSAng,HSTNng, 26.306915 
80,LOSAng,IPLSng, 29.965931 
81,LOSAng,KSCYng, 5.002024 
82,LOSAng,NYCMng, 28.632360 
83,LOSAng,SNVAng, 24.500592 
84,LOSAng,STTLng, 22.832221 
85,LOSAng,WASHng, 46.105456 
86,NYCMng,ATLAM5, 1.000715 
87,NYCMng,ATLAng, 28.240477 
88,NYCMng,CHINng, 28.994776 
89,NYCMng,DNVRng, 40.368760 
90,NYCMng,HSTNng, 13.562461 
91,NYCMng,IPLSng, 25.395813 
92,NYCMng,KSCYng, 20.431424 
93,NYCMng,LOSAng, 69.898387 
94,NYCMng,SNVAng, 2.719864 
95,NYCMng,STTLng, 17.435611 
96,NYCMng,WASHng, 87.557781 
97,SNVAng,ATLAng, 0.835464 
98,SNVAng,CHINng, 0.053333 
99,SNVAng,DNVRng, 7.268477 
100,SNVAng,HSTNng, 5.380605 
101,SNVAng,IPLSng, 0.294752 
102,SNVAng,KSCYng, 0.070037 
103,SNVAng,LOSAng, 34.178072 
104,SNVAng,NYCMng, 0.590560 
105,SNVAng,STTLng, 41.973568 
106,SNVAng,WASHng, 0.026667 
107,STTLng,ATLAM5, 0.172056 
108,STTLng,ATLAng, 19.581496 
109,STTLng,CHINng, 19.721317 
110,STTLng,DNVRng, 19.638920 
111,STTLng,HSTNng, 11.402248 
112,STTLng,IPLSng, 10.729373 
113,STTLng,KSCYng, 3.615336 
114,STTLng,LOSAng, 27.470336 
115,STTLng,NYCMng, 11.230531 
116,STTLng,SNVAng, 11.965741 
117,STTLng,WASHng, 15.024853 
118,WASHng,ATLAM5, 7.147699 
119,WASHng,ATLAng, 84.964843 
120,WASHng,CHINng, 125.612629 
121,WASHng,DNVRng, 77.062885 
122,WASHng,HSTNng, 39.213085 
123,WASHng,IPLSng, 72.943379 
124,WASHng,KSCYng, 14.987467 
125,WASHng,LOSAng, 53.847880 
126,WASHng,NYCMng, 152.804395 
127,WASHng,SNVAng, 8.390731 
128,WASHng,STTLng, 52.897352 
